QSO RA Dec zem zmin zmax zabs logN elogN
"SDSS J143231.97+395042.8" 218.13324 39.8452 3.055 2.654 2.988 nan nan nan
"SDSS J143232.70+401153.7" 218.13627 40.1983 2.996 2.399 2.930 2.6566 20.45 0.15
"SDSS J143236.18+234914.4" 218.15076 23.8207 2.945 2.325 2.880 2.8115 20.40 0.15
"SDSS J143239.76+031153.5" 218.16570 3.1982 2.513 2.328 2.455 nan nan nan
"SDSS J143244.93+525150.4" 218.18724 52.8640 3.094 2.689 3.027 nan nan nan
"SDSS J143245.60+231122.1" 218.19002 23.1895 2.507 2.307 2.449 nan nan nan
"SDSS J143247.06+462154.0" 218.19613 46.3650 3.357 2.664 3.286 nan nan nan
"SDSS J143248.81+501048.7" 218.20338 50.1802 2.464 2.307 2.407 nan nan nan
"SDSS J143254.86+405335.5" 218.22862 40.8932 3.279 3.115 3.209 nan nan nan
"SDSS J143256.63+494844.1" 218.23598 49.8123 2.543 2.307 2.485 nan nan nan
"SDSS J143300.89+103027.7" 218.25372 10.5077 4.141 3.327 4.057 nan nan nan
"SDSS J143302.89+043343.7" 218.26205 4.5621 3.201 2.557 3.132 nan nan nan
"SDSS J143304.34+640214.8" 218.26809 64.0375 3.775 3.302 3.697 nan nan nan
"SDSS J143306.61+404628.0" 218.27757 40.7745 2.458 2.307 2.401 nan nan nan
"SDSS J143307.40+003319.0" 218.28085 0.5553 2.743 2.359 2.682 nan nan nan
"SDSS J143310.60+604055.2" 218.29422 60.6820 3.759 2.832 3.681 nan nan nan
"SDSS J143318.83-013744.5" 218.32849 -1.6291 3.955 3.086 3.874 nan nan nan
"SDSS J143319.52+492954.3" 218.33136 49.4984 3.576 2.564 3.501 2.9111 21.60 0.15
"SDSS J143327.40+482354.1" 218.36418 48.3984 3.924 2.763 3.843 3.2129 20.15 0.20
"SDSS J143352.21+022713.9" 218.46754 2.4539 4.729 3.834 4.633 nan nan nan
"SDSS J143355.02+503832.4" 218.47929 50.6424 2.471 2.307 2.414 2.3567 20.30 0.15
"SDSS J143359.69+550425.3" 218.49875 55.0737 3.265 2.618 3.195 nan nan nan
"SDSS J143402.92+484400.9" 218.51220 48.7336 3.707 3.225 3.630 nan nan nan
"SDSS J143406.28+440741.8" 218.52617 44.1283 3.067 2.404 3.000 nan nan nan
"SDSS J143408.31+232229.9" 218.53464 23.3750 3.970 3.171 3.888 3.4111 20.70 0.20
nan nan nan nan nan nan 3.6719 20.25 0.20
"SDSS J143415.64+601037.7" 218.56522 60.1772 2.490 2.307 2.433 nan nan nan
"SDSS J143428.02+442924.6" 218.61677 44.4902 2.498 2.307 2.441 nan nan nan
"SDSS J143428.62+453627.5" 218.61930 45.6077 2.648 2.307 2.588 nan nan nan
"SDSS J143431.21+062736.7" 218.63008 6.4602 3.344 2.611 3.273 3.0642 20.15 0.20
"SDSS J143433.77+402758.4" 218.64073 40.4662 2.977 2.324 2.912 nan nan nan
"SDSS J143440.93+584305.7" 218.67060 58.7183 3.342 3.226 3.271 nan nan nan
"SDSS J143443.11-021113.8" 218.67964 -2.1872 3.650 2.635 3.574 nan nan nan
"SDSS J143447.89+422048.0" 218.69957 42.3467 3.206 2.375 3.137 nan nan nan
"SDSS J143449.63+594556.6" 218.70681 59.7658 2.906 2.307 2.842 nan nan nan
"SDSS J143450.08+621158.9" 218.70869 62.1997 4.027 3.155 3.945 nan nan nan
"SDSS J143455.38+035030.8" 218.73076 3.8419 2.853 2.307 2.790 nan nan nan
"SDSS J143500.46+050614.5" 218.75192 5.1040 2.483 2.307 2.426 nan nan nan
"SBS 1433+542" 218.75225 53.9983 2.636 2.307 2.576 2.3428 21.05 0.10
"SDSS J143502.84-013411.1" 218.76186 -1.5698 3.220 2.356 3.151 nan nan nan
"SDSS J143506.16+240144.8" 218.77570 24.0291 2.810 2.433 2.747 nan nan nan
"SDSS J143506.45+335526.0" 218.77689 33.9239 3.940 2.900 3.859 nan nan nan
"SDSS J143523.42+305721.9" 218.84761 30.9561 4.350 2.942 4.262 3.2670 20.05 0.10
nan nan nan nan nan nan 3.5160 20.20 0.10
nan nan nan nan nan nan 3.7780 19.85 0.10
"SDSS J143534.64+032529.5" 218.89436 3.4249 2.862 2.496 2.799 nan nan nan
"SDSS J143536.83+010956.8" 218.90347 1.1658 2.971 2.323 2.906 nan nan nan
"SDSS J143537.40+405649.0" 218.90587 40.9470 3.137 2.359 3.069 nan nan nan
"LBQS 1433+0223" 218.91544 2.1791 2.140 1.634 2.088 nan nan nan
"SDSS J143543.71+342906.4" 218.93217 34.4851 2.547 2.307 2.489 nan nan nan
"SDSS J143545.62+115345.7" 218.94013 11.8960 2.442 2.307 2.386 nan nan nan
"SDSS J143551.83+434132.4" 218.96599 43.6923 3.189 2.499 3.120 nan nan nan
"SDSS J143557.16+490518.3" 218.98820 49.0884 3.923 3.130 3.842 nan nan nan
"SDSS J143605.00+213239.2" 219.02087 21.5442 5.227 4.254 5.123 4.5260 20.60 0.20
"SDSS J143620.40+330746.8" 219.08503 33.1297 3.209 2.781 3.140 3.1113 20.25 0.20
"SDSS J143621.28+484607.4" 219.08868 48.7687 2.395 2.307 2.339 nan nan nan
"LBQS 1433-0025" 219.11859 -0.6445 2.040 1.634 1.990 nan nan nan
"SDSS J143629.94+063508.0" 219.12477 6.5856 4.828 3.917 4.731 nan nan nan
"SDSS J143707.56+042817.0" 219.28152 4.4714 2.859 2.320 2.796 nan nan nan
"SDSS J143708.07+062735.9" 219.28364 6.4600 3.778 2.729 3.700 nan nan nan
"SDSS J143718.08+051800.5" 219.32538 5.3002 2.907 2.507 2.843 nan nan nan
"SDSS J143734.45+603858.1" 219.39356 60.6495 2.535 2.316 2.477 nan nan nan
"SDSS J143740.08+342619.0" 219.41704 34.4386 3.030 2.632 2.964 nan nan nan
"SDSS J143745.77+401203.6" 219.44076 40.2010 3.080 2.928 3.013 nan nan nan
"SDSS J143751.82+232313.3" 219.46594 23.3870 5.320 4.332 5.215 4.8000 21.10 0.20
"SDSS J143755.26+071257.6" 219.48025 7.2160 2.356 2.307 2.301 nan nan nan
"SDSS J143819.76-000241.0" 219.58235 -0.0447 2.850 2.307 2.787 nan nan nan
"SDSS J143820.46+541639.0" 219.58529 54.2775 2.536 2.399 2.478 nan nan nan
"SDSS J143827.56+344210.0" 219.61487 34.7028 3.648 2.667 3.572 nan nan nan
"SDSS J143828.50+441812.0" 219.61877 44.3034 2.100 1.769 2.049 nan nan nan
"SDSS J143832.29+481815.4" 219.63457 48.3043 3.828 2.864 3.749 3.5559 20.35 0.20
"SDSS J143835.95+431459.2" 219.64983 43.2498 4.686 3.798 4.591 4.4000 20.80 0.20
"SDSS J143840.20+543752.4" 219.66752 54.6312 3.157 3.001 3.089 nan nan nan
"SDSS J143850.48+055622.6" 219.71038 5.9396 4.437 3.587 4.346 nan nan nan
"SDSS J143900.33+055228.9" 219.75142 5.8747 3.346 2.666 3.275 nan nan nan
"SDSS J143901.35+504241.0" 219.75566 50.7114 2.642 2.307 2.582 nan nan nan
"SDSS J143903.98+523836.2" 219.76662 52.6434 2.467 2.307 2.410 nan nan nan
"SDSS J143912.04+111740.5" 219.80018 11.2946 2.583 2.313 2.524 2.4184 20.00 0.20
"SDSS J143914.73+384401.9" 219.81143 38.7339 3.065 2.325 2.998 nan nan nan
"SDSS J143917.17+095838.8" 219.82158 9.9775 2.993 2.628 2.927 nan nan nan
"SDSS J143926.32+115528.4" 219.85969 11.9246 3.043 2.397 2.977 nan nan nan
"SDSS J143931.00+013701.1" 219.87918 1.6170 2.522 2.307 2.464 nan nan nan
"SDSS J143931.17+470317.7" 219.87990 47.0549 2.431 2.307 2.375 nan nan nan
"SDSS J143943.05+491214.4" 219.92942 49.2040 3.072 2.307 3.005 nan nan nan
"SDSS J143944.38+405534.6" 219.93498 40.9263 3.692 2.731 3.615 nan nan nan
"SDSS J143948.06+042112.8" 219.95029 4.3536 2.857 2.307 2.794 nan nan nan
"SDSS J143952.59+415051.6" 219.96917 41.8477 3.711 2.882 3.634 nan nan nan
"SDSS J143954.64+334658.9" 219.97769 33.7831 3.425 2.481 3.352 nan nan nan
"SDSS J144014.66+472528.0" 220.06109 47.4245 2.704 2.525 2.643 nan nan nan
"SDSS J144032.04+403932.9" 220.13352 40.6592 2.876 2.495 2.812 2.5982 21.40 0.15
"SDSS J144033.05+104304.1" 220.13773 10.7178 2.968 2.656 2.903 nan nan nan
"SDSS J144038.37+621511.5" 220.15991 62.2532 2.988 2.380 2.923 2.7882 20.35 0.15
"SDSS J144039.54+404730.7" 220.16476 40.7919 3.213 2.307 3.144 nan nan nan
"SDSS J144046.51+512654.3" 220.19382 51.4484 3.692 2.853 3.615 3.4976 20.00 0.20
"SDSS J144051.89+063709.6" 220.21623 6.6193 3.386 2.495 3.314 2.5090 21.35 0.20
nan nan nan nan nan nan 2.8229 20.30 0.20
"SDSS J144055.55+091607.4" 220.23149 9.2687 2.365 2.307 2.310 nan nan nan
"SDSS J144059.63+420404.1" 220.24846 42.0678 3.027 2.846 2.961 nan nan nan
"SDSS J144101.18+555222.9" 220.25496 55.8731 3.457 2.588 3.384 2.9052 20.30 0.20
nan nan nan nan nan nan 2.9379 20.95 0.20
nan nan nan nan nan nan 3.2032 20.60 0.15
"SDSS J144102.20+474611.9" 220.25921 47.7700 3.753 3.282 3.675 nan nan nan
"SDSS J144105.32+581408.9" 220.27217 58.2358 3.309 2.543 3.238 nan nan nan
"SDSS J144106.07+481109.8" 220.27531 48.1861 3.018 2.325 2.952 nan nan nan
"SDSS J144112.80+585839.8" 220.30338 58.9777 2.899 2.307 2.835 nan nan nan
"SDSS J144113.27-013745.3" 220.30531 -1.6293 2.708 2.449 2.647 nan nan nan
"SDSS J144114.64+345605.1" 220.31101 34.9348 3.047 2.477 2.981 nan nan nan
"SDSS J144117.46+035910.5" 220.32276 3.9863 4.289 3.050 4.202 nan nan nan
"SDSS J144127.65+475048.7" 220.36525 47.8469 3.198 2.384 3.129 nan nan nan
"SDSS J144144.76+472003.1" 220.43652 47.3342 3.627 2.658 3.551 3.3746 20.35 0.20
"SDSS J144147.52+541538.1" 220.44803 54.2606 3.467 2.720 3.394 3.3305 20.35 0.15
"SDSS J144153.51+454246.5" 220.47304 45.7129 3.037 2.647 2.971 2.7925 20.45 0.20
"LBQS 1439+0047" 220.50749 0.5802 1.860 1.649 1.813 nan nan nan
"SDSS J144204.05+042602.4" 220.51691 4.4340 2.510 2.307 2.452 2.3937 20.85 0.20
"SDSS J144204.90+470145.3" 220.52043 47.0293 3.820 3.329 3.741 3.6152 20.80 0.20
"SDSS J144213.09+391856.0" 220.55457 39.3156 3.627 2.597 3.551 nan nan nan
"SDSS J144217.82+464809.6" 220.57428 46.8027 2.614 2.307 2.555 nan nan nan
"SDSS J144218.09+484101.8" 220.57540 48.6839 2.419 2.307 2.363 nan nan nan
"SDSS J144225.30+625600.9" 220.60543 62.9336 3.246 2.400 3.176 3.0624 20.35 0.15
"SDSS J144228.49+470604.6" 220.61872 47.1013 2.473 2.307 2.416 nan nan nan
"SDSS J144234.85+442833.5" 220.64522 44.4760 3.582 2.817 3.507 2.9148 20.90 0.20
"SDSS J144237.42+304921.4" 220.65595 30.8226 4.794 4.713 4.699 nan nan nan
"SDSS J144239.55+020418.9" 220.66480 2.0719 2.821 2.430 2.758 nan nan nan
"SDSS J144241.74+100533.9" 220.67395 10.0928 2.889 2.307 2.825 nan nan nan
"SDSS J144250.12+092001.5" 220.70884 9.3338 3.532 1.780 3.458 nan nan nan
"SDSS J144258.86+423206.4" 220.74531 42.5351 3.622 2.927 3.546 nan nan nan
"LBQS 1440-0024" 220.74962 -0.6236 1.810 1.634 1.764 nan nan nan
"SDSS J144306.66+563112.7" 220.77786 56.5202 2.463 2.307 2.406 nan nan nan
"SDSS J144311.58+354646.3" 220.79829 35.7796 2.942 2.307 2.877 nan nan nan
"SDSS J144319.63+011917.1" 220.83185 1.3214 2.694 2.500 2.633 nan nan nan
"SDSS J144324.20+381319.8" 220.85087 38.2222 4.007 3.520 3.925 nan nan nan
"SDSS J144331.17+272436.7" 220.87988 27.4102 4.406 3.095 4.317 4.2230 20.90 0.15
"SDSS J144335.15+334859.8" 220.89650 33.8166 3.637 2.639 3.561 nan nan nan
"SDSS J144340.69+585653.2" 220.91960 58.9481 4.278 3.756 4.191 nan nan nan
"SDSS J144346.26+564545.9" 220.94279 56.7627 2.732 2.503 2.671 nan nan nan
"SDSS J144346.67+462509.2" 220.94454 46.4192 2.373 2.333 2.318 nan nan nan
"SDSS J144404.61+345735.3" 221.01925 34.9598 3.386 2.965 3.314 nan nan nan
"SDSS J144404.86+375714.6" 221.02027 37.9541 3.358 2.474 3.287 3.2334 20.10 0.20
"SDSS J144407.63-010152.7" 221.03180 -1.0313 4.530 3.666 4.438 nan nan nan
"SDSS J144418.22+350022.8" 221.07592 35.0063 2.976 2.880 2.911 nan nan nan
"SDSS J144420.79+380000.5" 221.08664 38.0002 4.303 3.292 4.216 3.7630 20.55 0.25
nan nan nan nan nan nan 3.9432 20.70 0.20
"SDSS J1444-0123" 221.11931 -1.3956 4.179 3.315 4.094 nan nan nan
"SDSS J144429.39+124906.6" 221.12248 12.8185 2.996 2.600 2.930 nan nan nan
"SDSS J144436.68+105549.8" 221.15286 10.9305 3.236 2.828 3.167 nan nan nan
"SDSS J144436.92+042904.1" 221.15387 4.4845 2.397 2.307 2.341 nan nan nan
"SDSS J144447.14+413940.2" 221.19644 41.6612 3.145 2.942 3.077 nan nan nan
"SDSS J144448.37+382248.5" 221.20159 38.3802 2.438 2.356 2.382 nan nan nan
"SDSS J144452.44+052758.6" 221.21852 5.4663 3.419 3.000 3.347 nan nan nan
"SDSS J144452.77+505403.0" 221.21992 50.9008 3.372 2.413 3.300 nan nan nan
"SDSS J144456.24+474455.2" 221.23441 47.7487 2.467 2.307 2.410 nan nan nan
"SDSS J144456.56+113512.2" 221.23571 11.5868 3.379 2.613 3.307 2.6737 21.15 0.20
"SDSS J144504.58+405848.3" 221.26915 40.9801 3.142 2.751 3.074 2.8822 20.90 0.25
"SDSS J144516.46+095836.0" 221.31860 9.9767 3.562 1.600 3.487 nan nan nan
"SDSS J144524.49+070932.1" 221.35206 7.1589 3.045 2.307 2.979 nan nan nan
"SDSS J144542.75+490248.9" 221.42817 49.0469 3.876 2.661 3.796 3.0495 20.65 0.15
"SDSS J144544.90+373328.9" 221.43711 37.5581 2.956 2.307 2.891 nan nan nan
"SDSS J144549.95+003047.1" 221.45813 0.5131 2.691 2.549 2.630 nan nan nan
"SDSS J144553.60+395124.8" 221.47336 39.8569 2.669 2.383 2.609 nan nan nan
"SDSS J144554.08+052438.0" 221.47535 5.4106 2.558 2.413 2.500 nan nan nan
"SDSS J144559.71+372317.1" 221.49880 37.3881 3.741 2.949 3.663 nan nan nan
"SDSS J144606.64+070200.1" 221.52768 7.0334 2.500 2.307 2.443 nan nan nan
"SDSS J144609.35-021700.8" 221.53897 -2.2836 3.563 2.916 3.488 nan nan nan
"SDSS J144612.33+113409.3" 221.55139 11.5693 3.257 2.937 3.187 nan nan nan
"SDSS J144617.35-010131.1" 221.57232 -1.0253 4.147 3.058 4.063 3.7098 20.30 0.20
"SDSS J144622.54+111810.7" 221.59396 11.3030 3.266 2.554 3.196 nan nan nan
"SDSS J144622.99+434308.7" 221.59586 43.7191 3.169 2.342 3.101 nan nan nan
"SDSS J144631.99+441812.6" 221.63333 44.3035 3.096 3.015 3.029 nan nan nan
"SDSS J144634.35+012019.9" 221.64316 1.3389 3.201 2.432 3.132 nan nan nan
"SDSS J144644.75+342610.2" 221.68647 34.4362 3.001 2.307 2.935 2.4090 20.10 0.20
"SDSS J144651.04+400436.0" 221.71268 40.0767 2.528 2.307 2.470 2.3966 20.20 0.20
"LBQS 1444+0126" 221.72104 1.2322 2.210 1.717 2.157 nan nan nan
"SDSS J144659.83+412935.4" 221.74936 41.4932 2.980 2.307 2.915 2.5702 20.35 0.15
"SDSS J144713.03-012158.5" 221.80435 -1.3663 4.028 3.514 3.946 nan nan nan
"LBQS 1444-0112" 221.82282 -1.4118 2.150 1.651 2.098 nan nan nan
"SDSS J144717.97+040112.4" 221.82490 4.0201 4.580 3.708 4.487 nan nan nan
"SDSS J144724.65+333852.5" 221.85273 33.6479 2.494 2.307 2.437 nan nan nan
"SDSS J144733.46+465723.6" 221.88943 46.9566 3.587 2.782 3.512 nan nan nan
"SDSS J144741.45+510824.7" 221.92276 51.1402 3.513 2.613 3.439 nan nan nan
"SDSS J144742.93-015919.7" 221.92892 -1.9888 3.104 2.749 3.037 nan nan nan
"SDSS J144751.02+412640.3" 221.96263 41.4445 3.092 3.041 3.025 nan nan nan
"SDSS J144752.45+582420.2" 221.96859 58.4057 2.983 2.307 2.918 nan nan nan
"SDSS J144758.43-005055.3" 221.99349 -0.8487 3.836 3.071 3.757 nan nan nan
"SDSS J144805.84+440806.4" 222.02434 44.1351 3.284 2.581 3.214 2.5968 21.25 0.15
"SDSS J144818.61+400830.4" 222.07758 40.1418 3.673 2.694 3.596 nan nan nan
"SDSS J144841.49+484123.8" 222.17295 48.6899 2.484 2.307 2.427 nan nan nan
"SDSS J144844.58+363103.2" 222.18575 36.5176 3.306 3.091 3.235 nan nan nan
"SDSS J144850.34+401234.1" 222.20979 40.2095 3.057 2.900 2.990 nan nan nan
"SDSS J144852.25+105956.7" 222.21774 10.9991 2.997 2.370 2.931 nan nan nan
"SDSS J144853.41+473821.2" 222.22255 47.6392 2.894 2.566 2.830 nan nan nan
"SDSS J144855.25+020448.7" 222.23022 2.0802 2.480 2.319 2.423 nan nan nan
"SDSS J144903.01+633541.8" 222.26259 63.5950 2.380 2.307 2.325 nan nan nan
"SDSS J144907.50-025722.6" 222.28126 -2.9563 3.793 2.815 3.714 nan nan nan
"SDSS J144929.30+124344.0" 222.37209 12.7289 3.220 2.850 3.151 nan nan nan
"SDSS J144934.43+323129.2" 222.39347 32.5248 3.575 2.861 3.500 3.4572 20.75 0.15
"SDSS J144943.54+490730.0" 222.43152 49.1250 2.994 2.585 2.928 nan nan nan
"SDSS J144946.61+442551.6" 222.44423 44.4310 2.444 2.383 2.388 nan nan nan
"SDSS J144954.48+531554.7" 222.47705 53.2652 3.099 2.681 3.032 3.0104 20.35 0.15
"SDSS J145005.38+114248.2" 222.52244 11.7134 3.388 2.495 3.316 3.1540 20.00 0.20
"SDSS J145017.66+340557.0" 222.57362 34.0992 3.116 2.707 3.048 nan nan nan
"SDSS J145019.25-011740.2" 222.58022 -1.2945 3.456 2.750 3.383 3.1901 21.00 0.15
"SDSS J145034.49+411651.6" 222.64374 41.2810 2.974 2.317 2.909 2.5317 20.25 0.20
nan nan nan nan nan nan 2.8450 20.30 0.15
"SDSS J145101.97+060229.7" 222.75824 6.0416 3.666 2.860 3.589 nan nan nan
"SDSS J145107.93+025615.6" 222.78307 2.9377 4.483 3.626 4.392 nan nan nan
"SDSS J145114.31+380628.1" 222.80975 38.1079 2.534 2.388 2.476 nan nan nan
"SDSS J145117.20+020616.9" 222.82169 2.1047 2.859 2.817 2.796 nan nan nan
"SDSS J145120.55+382606.4" 222.83565 38.4351 2.513 2.335 2.455 nan nan nan
"SDSS J145144.43+444019.4" 222.93516 44.6721 3.824 3.053 3.745 nan nan nan
"SDSS J145201.55+410443.9" 223.00649 41.0789 4.118 2.840 4.034 nan nan nan
"SDSS J145214.96+382632.6" 223.06236 38.4424 3.534 2.414 3.460 2.6569 20.40 0.20
"SDSS J145227.20+381701.2" 223.11334 38.2837 3.104 2.684 3.037 nan nan nan
"SDSS J145229.37+595156.3" 223.12242 59.8657 4.029 2.954 3.947 nan nan nan
"SDSS J145232.93+495329.8" 223.13722 49.8916 3.889 3.072 3.809 nan nan nan
"SDSS J145239.17+542808.6" 223.16325 54.4691 2.838 2.307 2.775 nan nan nan
"SDSS J145243.61+015430.7" 223.18177 1.9085 3.908 2.882 3.827 3.2529 21.45 0.15
"SDSS J145247.72+115620.1" 223.19884 11.9389 4.026 3.238 3.944 3.6793 20.15 0.20
"SDSS J145249.77+402654.9" 223.20739 40.4486 2.901 2.307 2.837 nan nan nan
"SDSS J145301.68+502238.0" 223.25703 50.3772 2.400 2.307 2.344 nan nan nan
"SDSS J145312.03+324932.7" 223.30014 32.8258 3.188 2.759 3.119 nan nan nan
"SDSS J145329.52+002357.3" 223.37306 0.3993 2.542 2.307 2.484 2.4440 20.40 0.15
"SDSS J145345.02+502821.8" 223.43762 50.4727 2.525 2.307 2.467 nan nan nan
"SDSS J145350.38+610108.9" 223.45993 61.0192 4.112 3.275 4.028 nan nan nan
"SDSS J145350.48+025252.2" 223.46038 2.8812 2.520 2.307 2.462 nan nan nan
"SDSS J145352.72+561220.0" 223.46970 56.2056 2.745 2.391 2.684 nan nan nan
"SDSS J145353.56+032450.8" 223.47318 3.4141 2.405 2.307 2.349 nan nan nan
"SDSS J145403.78+402603.1" 223.51577 40.4342 3.333 3.175 3.262 nan nan nan
"SDSS J145405.01+002822.8" 223.52091 0.4730 2.653 2.307 2.593 nan nan nan
"SDSS J145408.95+511443.7" 223.53732 51.2455 3.644 2.464 3.568 3.4084 20.50 0.15
"SDSS J145416.81+395501.8" 223.57008 39.9172 2.863 2.490 2.800 nan nan nan
"[HB89] 1451+123" 223.57743 12.1816 3.260 2.158 3.190 2.4780 20.40 0.20
"SDSS J145428.52+571441.3" 223.61885 57.2448 3.241 3.054 3.171 nan nan nan
"SDSS J145429.57+402319.8" 223.62322 40.3889 3.108 2.476 3.041 nan nan nan
"SDSS J145429.65+004121.1" 223.62357 0.6892 2.657 2.307 2.597 2.5644 20.15 0.20
"SDSS J145431.53+585053.0" 223.63140 58.8481 2.646 2.307 2.586 nan nan nan
"SDSS J145437.08+374134.5" 223.65450 37.6929 3.195 2.408 3.126 nan nan nan
"SBS 1453+506" 223.70037 50.4853 2.348 2.307 2.293 nan nan nan
"SDSS J145453.53+032456.8" 223.72307 3.4158 2.367 2.307 2.312 nan nan nan
"SDSS J145455.51-022243.6" 223.73130 -2.3788 2.497 2.309 2.440 nan nan nan
"SDSS J145457.05+590614.4" 223.73772 59.1040 2.455 2.326 2.398 nan nan nan
"SDSS J145512.99+453338.5" 223.80416 45.5607 4.249 3.730 4.163 nan nan nan
"SDSS J145519.13+350901.7" 223.82973 35.1505 3.146 2.763 3.078 nan nan nan
"SDSS J145525.75+373958.2" 223.85731 37.6662 3.744 3.279 3.666 nan nan nan
"SDSS J145525.94+485701.5" 223.85810 48.9504 3.499 2.769 3.425 nan nan nan
"SDSS J145527.92+552647.1" 223.86638 55.4464 4.260 3.205 4.174 nan nan nan
"SDSS J145535.24+041938.1" 223.89685 4.3273 3.052 2.427 2.986 nan nan nan
"SDSS J145543.11+491703.3" 223.92967 49.2843 3.837 3.429 3.758 nan nan nan
"SDSS J145554.12+443137.6" 223.97557 44.5271 2.671 2.307 2.611 nan nan nan
"SBS 1454+525" 223.97629 52.3079 2.347 2.307 2.292 nan nan nan
"SDSS J145555.80+501915.1" 223.98254 50.3209 2.478 2.404 2.421 nan nan nan
"SDSS J145603.82+123650.5" 224.01593 12.6141 2.343 2.307 2.288 nan nan nan
"SDSS J145624.66+040741.0" 224.10277 4.1281 2.899 2.307 2.835 2.6732 20.35 0.20
"SDSS J145628.97+200727.1" 224.12074 20.1242 4.249 2.878 4.163 nan nan nan
"SDSS J145635.26+502136.2" 224.14694 50.3601 2.658 2.307 2.598 nan nan nan
"SDSS J145635.72+001150.5" 224.14885 0.1974 2.390 2.307 2.334 nan nan nan
"SDSS J145640.98-021819.3" 224.17077 -2.3054 2.963 2.584 2.898 nan nan nan
"SDSS J145702.95+600034.4" 224.26234 60.0096 2.944 2.566 2.879 2.8591 20.20 0.20
"SDSS J145705.33+474830.8" 224.27226 47.8086 2.495 2.307 2.438 nan nan nan
"SDSS J145706.33+001745.8" 224.27639 0.2961 2.525 2.307 2.467 nan nan nan
"SDSS J145722.13+345304.8" 224.34224 34.8847 3.329 2.467 3.258 nan nan nan
"SDSS J145754.03+003639.0" 224.47516 0.6108 2.760 2.375 2.698 nan nan nan
"SDSS J145759.63+623321.2" 224.49848 62.5559 3.068 2.313 3.001 nan nan nan
"SDSS J145801.55+460516.6" 224.50650 46.0879 2.571 2.342 2.512 nan nan nan
"SDSS J145804.06+340438.0" 224.51692 34.0772 3.750 2.970 3.672 nan nan nan
"SDSS J145806.00+332723.0" 224.52500 33.4564 4.848 4.433 4.752 nan nan nan
"[HB89] 1455+123" 224.53156 12.1606 3.080 1.830 3.013 nan nan nan
"SDSS J145817.52-004115.7" 224.57300 -0.6877 2.618 2.307 2.559 nan nan nan
"SDSS J145829.13+333408.0" 224.62141 33.5689 3.957 2.984 3.876 3.0039 20.70 0.20
"SDSS J145836.82+430657.5" 224.65343 43.1160 2.585 2.307 2.526 2.3114 20.25 0.20
"SDSS J1459+0024" 224.77996 0.4004 3.011 2.307 2.945 2.7671 20.15 0.20
"SDSS J145910.13+425213.2" 224.79223 42.8703 2.967 2.574 2.902 nan nan nan
"FBQS J145924.2+340113" 224.85105 34.0203 2.790 2.307 2.728 nan nan nan
"SDSS J145926.41-021259.6" 224.86006 -2.2166 3.020 2.610 2.954 nan nan nan
"SDSS J145927.03+325357.8" 224.86271 32.8996 3.324 2.697 3.253 nan nan nan
"SDSS J145952.05+321320.3" 224.96689 32.2223 3.022 2.307 2.956 nan nan nan
"SDSS J150000.19+333038.1" 225.00081 33.5106 2.408 2.307 2.352 nan nan nan
"SDSS J150007.66+582937.4" 225.03195 58.4937 4.224 3.031 4.138 3.5850 19.55 0.10
nan nan nan nan nan nan 3.9150 20.50 0.10
"SDSS J150026.20+330054.4" 225.10917 33.0151 2.550 2.307 2.492 nan nan nan
"SDSS J150027.89+434200.8" 225.11623 43.7002 4.641 3.760 4.547 nan nan nan
"SDSS J150056.04+382332.1" 225.23353 38.3922 2.996 2.309 2.930 2.5858 20.05 0.20
"SDSS J150058.13+362332.1" 225.24222 36.3923 2.483 2.307 2.426 nan nan nan
"SDSS J150116.10+525556.8" 225.31713 52.9325 3.818 3.341 3.739 nan nan nan
"SDSS J150131.76+395548.0" 225.38236 39.9300 2.591 2.307 2.532 nan nan nan
"SDSS J150133.79+605705.8" 225.39082 60.9516 2.741 2.357 2.680 nan nan nan
"SDSS J150137.63+321437.2" 225.40683 32.2437 3.529 3.088 3.455 3.3928 20.65 0.15
"SDSS J150147.25+480335.8" 225.44691 48.0600 2.781 2.394 2.719 nan nan nan
"SDSS J150147.63+553342.9" 225.44849 55.5619 2.583 2.307 2.524 nan nan nan
"SDSS J150217.11+355459.0" 225.57132 35.9164 3.345 2.435 3.274 nan nan nan
"SDSS J150226.18+453852.6" 225.60911 45.6480 2.891 2.307 2.827 nan nan nan
"SDSS J150226.88+483711.4" 225.61204 48.6199 3.209 2.503 3.140 2.5700 20.35 0.15
"SDSS J150238.38+030228.2" 225.65995 3.0412 3.359 2.417 3.287 nan nan nan
"SDSS J150245.37+081305.1" 225.68905 8.2181 3.943 2.390 3.862 2.7968 20.80 0.20
"[HB89] 1501+450" 225.69673 44.8953 2.505 2.371 2.448 nan nan nan
"SDSS J150321.87+323742.1" 225.84113 32.6284 2.592 2.331 2.533 2.3971 20.75 0.15
"SDSS J150328.88+041949.0" 225.87037 4.3303 3.692 2.118 3.615 nan nan nan
"SDSS J150332.17+364118.0" 225.88408 36.6883 3.263 2.841 3.193 nan nan nan
"SDSS J150345.94+043421.3" 225.94143 4.5726 3.059 2.357 2.992 2.6184 20.40 0.15
"SDSS J150406.12+360626.7" 226.02551 36.1074 2.549 2.307 2.491 nan nan nan
"SDSS J150425.53-000803.2" 226.10639 -0.1343 2.840 2.446 2.777 nan nan nan
